phenotype,databaseId,description,cohortId,analysisName,sensitivity95Ci,ppv95Ci,specificity95Ci,npv95Ci,cutPoint,truePositives,trueNegatives,falsePositives,falseNegatives,estimatedPrevalence,f1Score,sensitivity,sensitivityCi95Lb,sensitivityCi95Ub,ppv,ppvCi95Lb,ppvCi95Ub,specificity,specificityCi95Lb,specificityCi95Ub,npv,npvCi95Lb,npvCi95Ub,runDateTime,totalSubjects,rawCases,estimatedCases,rawTar,estimatedTar,rawPrevalence,estimatedPrevalence,rawPrevalenceRate,estimatedPrevalenceRate
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male65-74YO,0.564 (0.514 - 0.613),0.490 (0.444 - 0.537),0.996 (0.995 - 0.996),0.997 (0.997 - 0.997),Expected Value,229,58316,236,176,0.685,0.525,0.564356,0.514446,0.613318,0.490323,0.443997,0.536772,0.995969,0.995422,0.996466,0.997008,0.996531,0.997434,Feb 06 2024 12:20:59 PM,58957,283,404,401274.4,401080.4,0.48,0.685,0.071,0.101
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Male75-84YO,0.049 (0.041 - 0.058),0.959 (0.907 - 0.987),1.000 (1.000 - 1.000),0.929 (0.926 - 0.932),Expected Value,117,29594,5,2269,7.461,0.093,0.049036,0.04072,0.05848,0.959016,0.906949,0.986561,0.999865,0.999654,0.999963,0.928789,0.92591,0.931589,Feb 05 2024 7:41:14 PM,31985,1243,2386,190808.5,189336.3,3.886,7.461,0.651,1.26
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Male75-84YO,0.471 (0.451 - 0.491),0.886 (0.868 - 0.903),0.995 (0.994 - 0.996),0.958 (0.956 - 0.960),Expected Value,1145,29455,146,1287,7.59,0.615,0.470588,0.450587,0.490661,0.886135,0.867534,0.902955,0.995068,0.994202,0.995834,0.958135,0.955837,0.960347,Feb 05 2024 7:41:14 PM,32033,1291,2431,190980.8,189516.9,4.03,7.59,0.676,1.283
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male75-84YO,0.393 (0.369 - 0.418),0.914 (0.890 - 0.934),0.997 (0.997 - 0.998),0.958 (0.955 - 0.960),Expected Value,616,21605,58,952,6.751,0.55,0.392857,0.368585,0.417532,0.913947,0.890175,0.934009,0.997323,0.99654,0.997966,0.957751,0.955045,0.96034,Feb 06 2024 12:21:18 PM,23231,829,1568,178000.6,176985.2,3.569,6.751,0.466,0.886
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male75-84YO,0.462 (0.437 - 0.487),0.873 (0.849 - 0.895),0.995 (0.994 - 0.996),0.962 (0.960 - 0.965),Expected Value,724,21558,105,844,6.751,0.604,0.461735,0.436831,0.486781,0.873341,0.848764,0.895225,0.995153,0.994135,0.996034,0.96228,0.959702,0.964737,Feb 06 2024 12:21:18 PM,23231,829,1568,178000.6,176985.2,3.569,6.751,0.466,0.886
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male75-84YO,0.817 (0.772 - 0.857),0.512 (0.469 - 0.555),0.984 (0.982 - 0.986),0.996 (0.995 - 0.997),Expected Value,274,16363,259,60,1.97,0.63,0.817365,0.771675,0.857323,0.512195,0.468855,0.555399,0.984417,0.982417,0.986245,0.996286,0.995231,0.997158,Feb 06 2024 12:21:18 PM,16956,267,334,131452,131358.4,1.575,1.97,0.203,0.254
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male75-84YO,0.820 (0.774 - 0.860),0.510 (0.466 - 0.553),0.984 (0.982 - 0.986),0.996 (0.995 - 0.997),Expected Value,268,16133,258,59,1.957,0.628,0.819572,0.773524,0.859719,0.509506,0.465883,0.553021,0.98432,0.982299,0.986166,0.996356,0.995302,0.997225,Feb 06 2024 12:21:18 PM,16718,263,327,128468,128379.7,1.573,1.957,0.205,0.255
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male75-84YO,0.707 (0.656 - 0.755),0.569 (0.520 - 0.616),0.989 (0.988 - 0.991),0.994 (0.993 - 0.995),Expected Value,245,17197,184,101,1.951,0.63,0.707246,0.656144,0.754749,0.568765,0.520396,0.616179,0.989356,0.987717,0.990828,0.994103,0.992846,0.99519,Feb 06 2024 12:21:18 PM,17727,263,346,137040.7,136925.2,1.484,1.951,0.192,0.253
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Male85PlusYO,0.043 (0.033 - 0.055),0.952 (0.867 - 0.990),1.000 (0.999 - 1.000),0.880 (0.874 - 0.886),Expected Value,60,9902,3,1347,12.437,0.082,0.042674,0.03272,0.054591,0.952381,0.867082,0.99007,0.999697,0.999115,0.999938,0.880256,0.874113,0.886201,Feb 05 2024 7:44:34 PM,11312,769,1407,58522.7,57793.7,6.798,12.437,1.314,2.434
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Male85PlusYO,0.482 (0.455 - 0.508),0.873 (0.847 - 0.895),0.990 (0.988 - 0.992),0.930 (0.925 - 0.935),Expected Value,686,9807,99,736,12.553,0.621,0.481716,0.455455,0.508053,0.872611,0.847245,0.895137,0.990005,0.987845,0.991869,0.930096,0.925061,0.934891,Feb 05 2024 7:44:34 PM,11328,785,1422,58608.1,57880.8,6.93,12.553,1.339,2.457
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Male85PlusYO,0.392 (0.360 - 0.426),0.889 (0.854 - 0.919),0.994 (0.992 - 0.996),0.926 (0.920 - 0.932),Expected Value,346,6694,42,534,11.549,0.545,0.392491,0.360049,0.425658,0.889175,0.853632,0.918626,0.993765,0.991581,0.995503,0.926121,0.919848,0.932047,Feb 06 2024 12:21:35 PM,7616,473,880,53792.7,53314.1,6.211,11.549,0.879,1.65
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Male85PlusYO,0.464 (0.431 - 0.498),0.863 (0.828 - 0.892),0.990 (0.988 - 0.993),0.934 (0.928 - 0.940),Expected Value,408,6671,65,472,11.549,0.604,0.464164,0.430794,0.497775,0.862579,0.828224,0.892315,0.99035,0.987717,0.992545,0.933921,0.927911,0.939574,Feb 06 2024 12:21:35 PM,7616,473,880,53792.7,53314.1,6.211,11.549,0.879,1.65
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Male85PlusYO,0.852 (0.791 - 0.901),0.470 (0.414 - 0.527),0.961 (0.954 - 0.966),0.993 (0.991 - 0.996),Expected Value,151,4115,168,26,3.968,0.606,0.852273,0.791084,0.901174,0.470219,0.414381,0.526616,0.960542,0.954272,0.966173,0.99348,0.990528,0.995699,Feb 06 2024 12:21:35 PM,4460,147,177,32012.8,31977.6,3.296,3.968,0.459,0.553
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Male85PlusYO,0.850 (0.788 - 0.899),0.468 (0.412 - 0.525),0.960 (0.954 - 0.966),0.994 (0.991 - 0.996),Expected Value,147,4036,167,26,3.957,0.604,0.849711,0.787597,0.899417,0.468153,0.411899,0.525013,0.960495,0.954158,0.966182,0.993599,0.990635,0.995815,Feb 06 2024 12:21:35 PM,4376,143,173,31010.1,30975.2,3.268,3.957,0.461,0.559
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Male85PlusYO,0.716 (0.645 - 0.780),0.524 (0.460 - 0.587),0.974 (0.969 - 0.979),0.988 (0.985 - 0.991),Expected Value,132,4525,118,52,3.809,0.605,0.715847,0.644621,0.779933,0.524,0.460126,0.587299,0.97437,0.969408,0.978723,0.98842,0.984881,0.991314,Feb 06 2024 12:21:35 PM,4827,143,184,34675.6,34629,2.963,3.809,0.412,0.531
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female5-17YO,0.000 (0.000 - 0.708),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,774174,1,3,0,0,0,0,0.707598,0,0,0.975,0.999999,0.999993,1,0.999995,0.999987,0.999999,Feb 05 2024 7:50:33 PM,774177,5,3,4755256.7,4755262,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female5-17YO,0.333 (0.008 - 0.906),0.200 (0.005 - 0.716),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,1,774170,4,2,0,0.25,0.333333,0.008404,0.905701,0.2,0.005051,0.716418,0.999996,0.999989,0.999999,0.999997,0.999991,1,Feb 05 2024 7:50:33 PM,774177,5,3,4755256.7,4755262,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.975),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,613095,1,2,0,0,0,0,0.975,0,0,0.975,0.999998,0.999991,1,0.999997,0.999988,1,Feb 06 2024 12:24:54 PM,613098,4,2,4443145.8,4443151.9,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.602),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,613093,4,1,0,0,0,0,0.975,0,0,0.602365,0.999993,0.999983,0.999998,0.999997,0.999988,1,Feb 06 2024 12:24:54 PM,613098,4,2,4443145.8,4443151.9,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.077),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,611107,46,1,0,0,0,0,0.975,0,0,0.077062,0.999926,0.999901,0.999946,0.999998,0.999991,1,Feb 06 2024 12:24:54 PM,611154,4,1,4426155,4426162,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.077),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,611001,46,1,0,0,0,0,0.975,0,0,0.077062,0.999926,0.999901,0.999946,0.999998,0.999991,1,Feb 06 2024 12:24:54 PM,611048,4,1,4424979.8,4424986.8,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female5-17YO,0.000 (0.000 - 0.975),0.000 (0.000 - 0.176),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,0,611873,19,1,0,0,0,0,0.975,0,0,0.176467,0.999969,0.999952,0.999981,0.999997,0.999988,1,Feb 06 2024 12:24:54 PM,611893,4,1,4432518.8,4432525.7,0.001,0,0,0
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female18-34YO,0.034 (0.001 - 0.178),0.333 (0.008 - 0.906),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,2,664487,1,28,0.004,0.062,0.034483,0.000873,0.177644,0.333333,0.008404,0.905701,0.999997,0.999989,1,0.999956,0.999937,0.999971,Feb 05 2024 7:55:57 PM,664518,36,30,2834091.4,2834106.2,0.005,0.004,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female18-34YO,0.345 (0.179 - 0.543),0.270 (0.138 - 0.441),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,10,664462,27,20,0.005,0.303,0.344828,0.179384,0.543306,0.27027,0.137903,0.441194,0.999959,0.999941,0.999973,0.99997,0.999954,0.999982,Feb 05 2024 7:55:57 PM,664519,37,30,2834096.1,2834114.4,0.006,0.005,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female18-34YO,0.087 (0.011 - 0.280),0.222 (0.028 - 0.600),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,3,391076,6,21,0.006,0.125,0.086957,0.01071,0.280379,0.222222,0.028145,0.600094,0.999982,0.999963,0.999993,0.999944,0.999915,0.999965,Feb 06 2024 12:25:26 PM,391106,32,24,2379518.9,2379537.2,0.008,0.006,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female18-34YO,0.304 (0.132 - 0.529),0.219 (0.093 - 0.400),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,8,391058,24,16,0.006,0.255,0.304348,0.132103,0.529192,0.21875,0.092772,0.399728,0.999939,0.999909,0.999961,0.999959,0.999934,0.999977,Feb 06 2024 12:25:26 PM,391106,32,24,2379518.9,2379537.2,0.008,0.006,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female18-34YO,0.500 (0.211 - 0.789),0.062 (0.023 - 0.130),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,6,386879,91,6,0.003,0.11,0.5,0.210945,0.789055,0.061856,0.023036,0.129784,0.999765,0.999711,0.999811,0.999982,0.999963,0.999993,Feb 06 2024 12:25:26 PM,386982,28,12,2343485.3,2343517.6,0.007,0.003,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female18-34YO,0.500 (0.211 - 0.789),0.062 (0.023 - 0.130),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,6,386758,91,6,0.003,0.11,0.5,0.210945,0.789055,0.061856,0.023036,0.129784,0.999765,0.999711,0.999811,0.999982,0.999963,0.999993,Feb 06 2024 12:25:26 PM,386861,28,12,2342001.1,2342033.4,0.007,0.003,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female18-34YO,0.154 (0.019 - 0.454),0.043 (0.005 - 0.148),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,3,388412,43,10,0.003,0.068,0.153846,0.019207,0.454471,0.043478,0.005309,0.148387,0.999889,0.999851,0.99992,0.999972,0.999949,0.999986,Feb 06 2024 12:25:26 PM,388468,28,13,2356083.8,2356114.4,0.007,0.003,0.001,0.001
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female35-54YO,0.057 (0.035 - 0.086),0.870 (0.664 - 0.972),1.000 (1.000 - 1.000),0.999 (0.999 - 0.999),Expected Value,20,492111,3,332,0.072,0.107,0.056818,0.035048,0.08639,0.869565,0.664111,0.972248,0.999994,0.999982,0.999999,0.999324,0.999247,0.999394,Feb 05 2024 8:01:32 PM,492466,233,352,2315852.6,2315590.6,0.047,0.072,0.01,0.015
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female35-54YO,0.429 (0.377 - 0.482),0.642 (0.577 - 0.702),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,154,492028,86,205,0.073,0.514,0.428969,0.377152,0.481968,0.641667,0.57746,0.702326,0.999825,0.999784,0.99986,0.999581,0.99952,0.999637,Feb 05 2024 8:01:32 PM,492473,240,359,2315889.5,2315627.4,0.049,0.073,0.01,0.016
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female35-54YO,0.318 (0.265 - 0.374),0.855 (0.775 - 0.915),1.000 (1.000 - 1.000),0.999 (0.999 - 0.999),Expected Value,94,320085,16,202,0.092,0.463,0.317568,0.264909,0.373924,0.854545,0.774563,0.914514,0.999953,0.999923,0.999974,0.999369,0.999276,0.999453,Feb 06 2024 12:25:52 PM,320397,199,296,2024872.8,2024644.2,0.062,0.092,0.01,0.015
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female35-54YO,0.409 (0.352 - 0.467),0.608 (0.537 - 0.676),1.000 (1.000 - 1.000),0.999 (0.999 - 1.000),Expected Value,121,320023,78,175,0.092,0.489,0.408784,0.352253,0.467159,0.60804,0.536501,0.676309,0.999756,0.999696,0.999807,0.99945,0.999363,0.999529,Feb 06 2024 12:25:52 PM,320397,199,296,2024872.8,2024644.2,0.062,0.092,0.01,0.015
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female35-54YO,0.586 (0.488 - 0.678),0.230 (0.183 - 0.284),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,66,311128,216,46,0.036,0.331,0.585586,0.488189,0.678299,0.230496,0.182632,0.284122,0.999306,0.999207,0.999396,0.999852,0.999803,0.999892,Feb 06 2024 12:25:52 PM,311456,123,112,1945804.5,1945825.8,0.039,0.036,0.006,0.006
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female35-54YO,0.591 (0.493 - 0.684),0.231 (0.183 - 0.285),0.999 (0.999 - 0.999),1.000 (1.000 - 1.000),Expected Value,66,310732,215,45,0.036,0.332,0.590909,0.493076,0.683721,0.231317,0.183301,0.285097,0.999305,0.999206,0.999395,0.999852,0.999803,0.999892,Feb 06 2024 12:25:52 PM,311058,123,111,1941039.2,1941063,0.04,0.036,0.006,0.006
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female35-54YO,0.412 (0.322 - 0.506),0.316 (0.244 - 0.396),1.000 (1.000 - 1.000),1.000 (1.000 - 1.000),Expected Value,49,313815,106,70,0.038,0.358,0.411765,0.322367,0.505662,0.316129,0.243881,0.395567,0.999662,0.999592,0.999724,0.999774,0.999715,0.999823,Feb 06 2024 12:25:52 PM,314040,123,119,1968354.4,1968360.4,0.039,0.038,0.006,0.006
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female55-64YO,0.067 (0.054 - 0.081),0.919 (0.847 - 0.964),1.000 (1.000 - 1.000),0.995 (0.994 - 0.995),Expected Value,92,240429,7,1274,0.565,0.124,0.066667,0.054012,0.081223,0.919192,0.846973,0.964466,0.999967,0.999934,0.999986,0.994729,0.994432,0.995014,Feb 05 2024 8:07:10 PM,241802,834,1366,1276328.1,1275287.2,0.345,0.565,0.065,0.107
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female55-64YO,0.486 (0.460 - 0.513),0.779 (0.750 - 0.806),0.999 (0.999 - 0.999),0.997 (0.997 - 0.997),Expected Value,688,240242,194,726,0.584,0.599,0.4862,0.459837,0.51262,0.778912,0.75005,0.805896,0.999193,0.999071,0.999303,0.996991,0.996764,0.997206,Feb 05 2024 8:07:10 PM,241850,882,1413,1276488.5,1275449.5,0.365,0.584,0.069,0.111
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female55-64YO,0.356 (0.327 - 0.385),0.867 (0.831 - 0.897),1.000 (1.000 - 1.000),0.996 (0.995 - 0.996),Expected Value,384,164424,58,694,0.651,0.504,0.355617,0.326991,0.385035,0.866516,0.831216,0.89681,0.999647,0.999544,0.999732,0.995803,0.995479,0.996109,Feb 06 2024 12:26:16 PM,165560,643,1077,1150079,1149183.8,0.388,0.651,0.056,0.094
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female55-64YO,0.450 (0.420 - 0.481),0.754 (0.719 - 0.787),0.999 (0.999 - 0.999),0.996 (0.996 - 0.997),Expected Value,485,164325,158,592,0.651,0.564,0.450325,0.420318,0.480605,0.754277,0.719101,0.787099,0.999039,0.998877,0.999183,0.99641,0.99611,0.996693,Feb 06 2024 12:26:16 PM,165560,643,1077,1150079,1149183.8,0.388,0.651,0.056,0.094
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female55-64YO,0.652 (0.597 - 0.704),0.405 (0.363 - 0.449),0.998 (0.998 - 0.998),0.999 (0.999 - 0.999),Expected Value,211,152779,307,112,0.21,0.5,0.652174,0.597383,0.704135,0.405405,0.362805,0.449092,0.997995,0.997758,0.998212,0.999267,0.999119,0.999397,Feb 06 2024 12:26:16 PM,153409,293,323,1042762.9,1042708.4,0.191,0.21,0.028,0.031
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female55-64YO,0.654 (0.599 - 0.706),0.407 (0.364 - 0.451),0.998 (0.998 - 0.998),0.999 (0.999 - 0.999),Expected Value,211,152201,305,110,0.21,0.502,0.654206,0.599378,0.706157,0.406977,0.364258,0.450767,0.998,0.997763,0.998218,0.999278,0.99913,0.999406,Feb 06 2024 12:26:16 PM,152827,293,321,1035729,1035677.1,0.192,0.21,0.028,0.031
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female55-64YO,0.484 (0.430 - 0.538),0.468 (0.415 - 0.521),0.999 (0.999 - 0.999),0.999 (0.999 - 0.999),Expected Value,168,155469,189,178,0.222,0.476,0.484058,0.43021,0.538182,0.467787,0.415083,0.521029,0.998779,0.998593,0.998947,0.998856,0.998676,0.999018,Feb 06 2024 12:26:16 PM,156004,293,346,1065528.9,1065424.6,0.188,0.222,0.027,0.032
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female65-74YO,0.057 (0.049 - 0.066),0.945 (0.901 - 0.973),1.000 (1.000 - 1.000),0.980 (0.979 - 0.980),Expected Value,171,136901,10,2844,2.155,0.107,0.056716,0.048728,0.065578,0.944751,0.900745,0.973191,0.999934,0.999875,0.99997,0.979649,0.978895,0.980383,Feb 05 2024 8:11:55 PM,139926,1717,3015,851973.5,849776.4,1.227,2.155,0.202,0.355
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female65-74YO,0.502 (0.485 - 0.520),0.861 (0.845 - 0.877),0.998 (0.998 - 0.998),0.989 (0.988 - 0.989),Expected Value,1559,136665,251,1544,2.216,0.635,0.502417,0.484668,0.520161,0.861326,0.844542,0.876929,0.998167,0.997926,0.998386,0.988821,0.988253,0.989369,Feb 05 2024 8:11:55 PM,140019,1810,3103,852356.1,850174.1,1.293,2.216,0.212,0.365
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female65-74YO,0.400 (0.380 - 0.420),0.905 (0.885 - 0.922),0.999 (0.999 - 0.999),0.987 (0.986 - 0.987),Expected Value,952,104221,99,1425,2.228,0.555,0.400084,0.380312,0.420103,0.904853,0.885486,0.921914,0.999051,0.998845,0.999229,0.986502,0.985788,0.987189,Feb 06 2024 12:26:38 PM,106697,1350,2377,795183.5,793374.2,1.265,2.228,0.17,0.3
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female65-74YO,0.484 (0.464 - 0.504),0.852 (0.832 - 0.870),0.998 (0.998 - 0.998),0.988 (0.988 - 0.989),Expected Value,1151,104121,199,1226,2.228,0.617,0.483803,0.463533,0.504113,0.851852,0.831767,0.870391,0.998092,0.997808,0.998348,0.988353,0.987687,0.988992,Feb 06 2024 12:26:38 PM,106697,1350,2377,795183.5,793374.2,1.265,2.228,0.17,0.3
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia,15481,Female65-74YO,0.745 (0.710 - 0.778),0.524 (0.491 - 0.556),0.995 (0.995 - 0.996),0.998 (0.998 - 0.998),Expected Value,486,91643,440,166,0.703,0.615,0.745008,0.709694,0.778082,0.523758,0.491018,0.556346,0.995211,0.994744,0.995647,0.998181,0.997884,0.998446,Feb 06 2024 12:26:38 PM,92735,536,652,674731,674527.1,0.578,0.703,0.079,0.097
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia - Bynum-EM revision,15482,Female65-74YO,0.741 (0.705 - 0.775),0.522 (0.489 - 0.555),0.995 (0.995 - 0.996),0.998 (0.998 - 0.998),Expected Value,471,90965,429,163,0.689,0.613,0.741325,0.705375,0.77501,0.522222,0.489006,0.555293,0.995306,0.994841,0.995739,0.9982,0.997903,0.998465,Feb 06 2024 12:26:38 PM,92028,521,634,666033.2,665832.4,0.566,0.689,0.078,0.095
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease and related disorders or senile dementia Bynum-standard revision,15483,Female65-74YO,0.623 (0.585 - 0.659),0.592 (0.555 - 0.629),0.997 (0.997 - 0.997),0.997 (0.997 - 0.998),Expected Value,421,94290,290,255,0.711,0.607,0.622781,0.585032,0.659453,0.592124,0.554977,0.628503,0.996934,0.99656,0.997276,0.997292,0.99694,0.997613,Feb 06 2024 12:26:38 PM,95256,521,677,696448.2,696173.3,0.547,0.711,0.075,0.097
alzheimersDiseaseMulti,MDCD_RS,xSpec,11754,Female75-84YO,0.061 (0.054 - 0.068),0.960 (0.932 - 0.979),1.000 (1.000 - 1.000),0.934 (0.932 - 0.936),Expected Value,291,63608,11,4492,6.993,0.114,0.060631,0.054033,0.067772,0.960265,0.93162,0.979303,0.999827,0.999691,0.999914,0.934037,0.932147,0.93589,Feb 05 2024 8:15:40 PM,68402,3035,4783,464650.8,461933.3,4.437,6.993,0.653,1.035
alzheimersDiseaseMulti,MDCD_RS,Prevalence,5278,Female75-84YO,0.567 (0.553 - 0.581),0.878 (0.866 - 0.889),0.994 (0.993 - 0.994),0.967 (0.966 - 0.969),Expected Value,2788,63239,388,2128,7.173,0.689,0.566924,0.552935,0.580834,0.877519,0.865611,0.888727,0.993902,0.993266,0.994492,0.967445,0.966056,0.968792,Feb 05 2024 8:15:40 PM,68543,3176,4916,465321.7,462627.2,4.634,7.173,0.683,1.063
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 30 CCW Alzheimers disease,15478,Female75-84YO,0.467 (0.451 - 0.484),0.920 (0.906 - 0.932),0.997 (0.997 - 0.998),0.964 (0.963 - 0.966),Expected Value,1614,49669,140,1841,6.486,0.62,0.467284,0.450534,0.48409,0.920182,0.906499,0.932439,0.997189,0.996684,0.997635,0.964278,0.962639,0.965864,Feb 06 2024 12:26:59 PM,53264,2231,3455,440746.7,438764.3,4.189,6.486,0.506,0.787
alzheimersDiseaseMulti,MDCD_RS,[PhePheb] 27 CCW Alzheimers disease,15480,Female75-84YO,0.560 (0.543 - 0.577),0.867 (0.853 - 0.881),0.994 (0.993 - 0.995),0.970 (0.969 - 0.972),Expected Value,1935,49514,296,1519,6.486,0.681,0.56022,0.543477,0.576861,0.867324,0.852541,0.881135,0.994057,0.993343,0.994713,0.970234,0.968723,0.971692,Feb 06 2024 12:26:59 PM,53264,2231,3455,440746.7,438764.3,4.189,6.486,0.506,0.787
